filename,width,height,class,xmin,ymin,xmax,ymax
TCGA-02-0006-60.jpg,240,240,glioma,88,144,137,183
TCGA-02-0006-59.jpg,240,240,glioma,88,142,138,183
TCGA-02-0006-57.jpg,240,240,glioma,88,137,139,182
TCGA-02-0009-88.jpg,240,240,glioma,103,63,159,104
TCGA-02-0009-84.jpg,240,240,glioma,99,64,159,102
TCGA-02-0009-81.jpg,240,240,glioma,98,68,158,101
TCGA-02-0009-94.jpg,240,240,glioma,122,62,162,102
TCGA-02-0027-77.jpg,240,240,glioma,78,83,121,122
TCGA-02-0027-75.jpg,240,240,glioma,82,81,117,121
TCGA-02-0027-85.jpg,240,240,glioma,76,79,129,122
TCGA-02-0033-83.jpg,240,240,glioma,112,76,186,142
TCGA-02-0037-69.jpg,240,240,glioma,121,72,191,110
TCGA-02-0037-68.jpg,240,240,glioma,121,72,190,108
TCGA-02-0047-74.jpg,240,240,glioma,81,54,185,117
TCGA-02-0047-80.jpg,240,240,glioma,83,55,187,118
TCGA-02-0054-87.jpg,240,240,glioma,102,115,154,166
TCGA-02-0054-80.jpg,240,240,glioma,99,127,152,171
TCGA-02-0059-84.jpg,240,240,glioma,110,57,197,115
TCGA-02-0059-90.jpg,240,240,glioma,109,57,200,116
TCGA-02-0059-92.jpg,240,240,glioma,102,57,201,116
TCGA-02-0064-72.jpg,240,240,glioma,131,140,169,171
TCGA-02-0068-74.jpg,240,240,glioma,124,137,186,182
TCGA-02-0068-73.jpg,240,240,glioma,123,137,186,182
TCGA-02-0068-77.jpg,240,240,glioma,128,138,179,177
TCGA-02-0068-67.jpg,240,240,glioma,113,135,188,183
TCGA-02-0069-76.jpg,240,240,glioma,62,75,135,134
TCGA-02-0069-71.jpg,240,240,glioma,66,82,133,131
TCGA-02-0069-70.jpg,240,240,glioma,67,81,133,131
TCGA-02-0069-69.jpg,240,240,glioma,69,82,133,130
TCGA-02-0085-85.jpg,240,240,glioma,71,124,145,173
TCGA-02-0086-73.jpg,240,240,glioma,57,78,149,173
TCGA-02-0086-69.jpg,240,240,glioma,58,80,151,173
TCGA-02-0086-82.jpg,240,240,glioma,57,78,147,173
TCGA-02-0087-80.jpg,240,240,glioma,103,66,139,113
TCGA-02-0087-89.jpg,240,240,glioma,102,66,151,116
TCGA-02-0102-60.jpg,240,240,glioma,139,79,174,110
TCGA-02-0102-56.jpg,240,240,glioma,138,79,175,111
TCGA-02-0106-71.jpg,240,240,glioma,138,62,200,112
TCGA-02-0106-61.jpg,240,240,glioma,143,72,196,107
TCGA-02-0116-74.jpg,240,240,glioma,117,138,175,179
TCGA-02-0116-75.jpg,240,240,glioma,118,138,175,178
TCGA-02-0116-69.jpg,240,240,glioma,114,138,175,178
TCGA-06-0119-74.jpg,240,240,glioma,82,57,184,120
TCGA-06-0119-66.jpg,240,240,glioma,87,51,187,117
TCGA-06-0122-80.jpg,240,240,glioma,146,120,205,162
TCGA-06-0130-76.jpg,240,240,glioma,83,133,129,168
TCGA-06-0130-79.jpg,240,240,glioma,83,132,132,169
TCGA-06-0130-80.jpg,240,240,glioma,82,133,132,169
TCGA-06-0130-82.jpg,240,240,glioma,83,132,134,169
TCGA-06-0137-82.jpg,240,240,glioma,96,56,197,115
TCGA-06-0137-84.jpg,240,240,glioma,98,57,195,114
TCGA-06-0139-72.jpg,240,240,glioma,83,119,182,167
TCGA-06-0139-79.jpg,240,240,glioma,80,121,180,166
TCGA-06-0139-85.jpg,240,240,glioma,77,128,109,167
TCGA-06-0145-82.jpg,240,240,glioma,93,64,156,123
TCGA-06-0145-79.jpg,240,240,glioma,95,64,154,123
TCGA-06-0145-83.jpg,240,240,glioma,93,64,156,123
TCGA-06-0145-85.jpg,240,240,glioma,93,64,158,122
TCGA-06-0145-72.jpg,240,240,glioma,102,69,143,120
TCGA-06-0149-75.jpg,240,240,glioma,89,73,183,128
TCGA-06-0149-73.jpg,240,240,glioma,90,72,184,127
TCGA-06-0154-94.jpg,240,240,glioma,69,74,138,120
TCGA-06-0154-95.jpg,240,240,glioma,69,70,139,121
TCGA-06-0154-99.jpg,240,240,glioma,66,69,144,123
TCGA-06-0154-101.jpg,240,240,glioma,66,69,147,123
TCGA-06-0164-83.jpg,240,240,glioma,134,119,196,164
TCGA-06-0164-84.jpg,240,240,glioma,134,119,197,165
TCGA-06-0164-87.jpg,240,240,glioma,130,119,197,166
TCGA-06-0176-74.jpg,240,240,glioma,71,62,126,114
TCGA-06-0176-81.jpg,240,240,glioma,66,61,131,117
TCGA-06-0176-82.jpg,240,240,glioma,65,61,132,117
TCGA-06-0177-89.jpg,240,240,glioma,120,132,166,165
TCGA-06-0179-63.jpg,240,240,glioma,88,137,134,181
TCGA-06-0179-57.jpg,240,240,glioma,88,132,140,177
TCGA-06-0182-75.jpg,240,240,glioma,85,117,176,182
TCGA-06-0184-83.jpg,240,240,glioma,47,66,125,126
TCGA-06-0184-66.jpg,240,240,glioma,57,73,121,126
TCGA-06-0185-73.jpg,240,240,glioma,93,55,166,110
TCGA-06-0185-72.jpg,240,240,glioma,93,55,166,110
TCGA-06-0185-69.jpg,240,240,glioma,93,54,165,110
TCGA-06-0187-80.jpg,240,240,glioma,141,75,193,117
TCGA-06-0187-87.jpg,240,240,glioma,139,72,197,117
TCGA-06-0190-71.jpg,240,240,glioma,133,113,204,179
TCGA-06-0192-77.jpg,240,240,glioma,141,126,202,173
TCGA-06-0238-73.jpg,240,240,glioma,46,123,169,181
TCGA-06-0238-79.jpg,240,240,glioma,45,126,170,180
TCGA-06-0238-84.jpg,240,240,glioma,47,125,172,179
TCGA-06-0238-68.jpg,240,240,glioma,48,122,169,181
TCGA-06-0644-78.jpg,240,240,glioma,141,131,178,177
TCGA-06-1084-69.jpg,240,240,glioma,103,155,133,182
TCGA-06-1084-66.jpg,240,240,glioma,102,155,134,183
TCGA-06-2570-76.jpg,240,240,glioma,124,65,151,89
TCGA-06-2570-60.jpg,240,240,glioma,104,54,161,98
TCGA-06-5408-80.jpg,240,240,glioma,51,97,151,172
TCGA-06-5408-72.jpg,240,240,glioma,55,108,131,173
TCGA-06-5408-74.jpg,240,240,glioma,53,108,132,173
TCGA-06-5408-75.jpg,240,240,glioma,53,108,133,173
TCGA-06-5408-78.jpg,240,240,glioma,52,98,151,173
TCGA-06-5408-69.jpg,240,240,glioma,57,111,129,173
TCGA-06-5413-70.jpg,240,240,glioma,99,60,158,124
TCGA-06-5413-69.jpg,240,240,glioma,99,60,158,124
TCGA-06-5413-68.jpg,240,240,glioma,98,60,158,123
TCGA-06-5417-79.jpg,240,240,glioma,83,96,153,168
TCGA-06-5417-77.jpg,240,240,glioma,86,97,152,167
TCGA-06-5417-81.jpg,240,240,glioma,79,91,153,169
TCGA-06-5417-72.jpg,240,240,glioma,90,102,135,167
TCGA-06-5417-88.jpg,240,240,glioma,51,90,147,172
TCGA-06-6389-74.jpg,240,240,glioma,100,144,185,164
TCGA-08-0356-79.jpg,240,240,glioma,120,130,169,160
TCGA-08-0356-84.jpg,240,240,glioma,122,129,166,159
TCGA-08-0359-91.jpg,240,240,glioma,144,113,204,161
TCGA-08-0359-81.jpg,240,240,glioma,146,100,207,163
TCGA-08-0359-95.jpg,240,240,glioma,132,113,201,160
TCGA-08-0360-57.jpg,240,240,glioma,162,137,199,173
TCGA-08-0360-56.jpg,240,240,glioma,162,137,199,173
TCGA-08-0385-85.jpg,240,240,glioma,87,135,143,167
TCGA-08-0385-68.jpg,240,240,glioma,78,118,161,176
TCGA-08-0389-77.jpg,240,240,glioma,83,136,164,180
TCGA-08-0390-68.jpg,240,240,glioma,115,61,198,108
TCGA-08-0392-90.jpg,240,240,glioma,133,110,200,177
TCGA-08-0509-93.jpg,240,240,glioma,123,70,161,105
TCGA-08-0512-74.jpg,240,240,glioma,43,67,118,132
TCGA-08-0512-71.jpg,240,240,glioma,44,77,117,131
TCGA-08-0512-78.jpg,240,240,glioma,42,65,120,131
TCGA-08-0512-65.jpg,240,240,glioma,47,83,112,129
TCGA-08-0520-85.jpg,240,240,glioma,85,120,174,177
TCGA-08-0522-80.jpg,240,240,glioma,112,58,198,132
TCGA-08-0522-78.jpg,240,240,glioma,113,59,198,131
TCGA-08-0522-77.jpg,240,240,glioma,113,59,197,131
TCGA-08-0522-76.jpg,240,240,glioma,114,59,197,131
TCGA-08-0522-72.jpg,240,240,glioma,115,61,197,133
TCGA-08-0522-85.jpg,240,240,glioma,110,58,200,132
TCGA-08-0522-86.jpg,240,240,glioma,110,58,200,132
TCGA-08-0522-69.jpg,240,240,glioma,117,71,196,112
TCGA-12-0616-70.jpg,240,240,glioma,103,127,168,167
TCGA-12-0616-67.jpg,240,240,glioma,101,124,167,169
TCGA-12-0829-72.jpg,240,240,glioma,89,56,164,96
TCGA-12-0829-65.jpg,240,240,glioma,92,56,168,102
TCGA-12-1094-87.jpg,240,240,glioma,66,113,128,150
TCGA-12-1094-95.jpg,240,240,glioma,65,102,138,155
TCGA-12-1098-84.jpg,240,240,glioma,83,132,139,164
TCGA-12-1598-92.jpg,240,240,glioma,111,59,198,110
TCGA-12-1598-83.jpg,240,240,glioma,118,59,199,109
TCGA-12-1598-94.jpg,240,240,glioma,111,59,195,110
TCGA-12-1598-96.jpg,240,240,glioma,111,59,192,110
TCGA-12-1601-76.jpg,240,240,glioma,132,133,202,183
TCGA-12-1601-68.jpg,240,240,glioma,127,132,204,185
TCGA-14-1456-80.jpg,240,240,glioma,58,104,133,168
TCGA-14-1794-69.jpg,240,240,glioma,66,67,132,130
TCGA-14-1794-73.jpg,240,240,glioma,65,66,135,133
TCGA-14-1794-77.jpg,240,240,glioma,61,67,137,138
TCGA-14-3477-78.jpg,240,240,glioma,73,56,160,129
TCGA-19-0963-84.jpg,240,240,glioma,85,125,164,181
TCGA-19-0963-85.jpg,240,240,glioma,85,126,164,180
TCGA-19-1789-80.jpg,240,240,glioma,134,68,179,125
TCGA-19-1789-83.jpg,240,240,glioma,130,69,180,130
TCGA-19-1789-84.jpg,240,240,glioma,127,69,181,132
TCGA-19-1789-86.jpg,240,240,glioma,129,69,181,132
TCGA-19-1789-88.jpg,240,240,glioma,129,69,181,129
TCGA-19-2624-73.jpg,240,240,glioma,85,121,173,178
TCGA-19-2624-85.jpg,240,240,glioma,95,125,168,178
TCGA-19-2624-69.jpg,240,240,glioma,85,120,173,178
TCGA-19-5951-59.jpg,240,240,glioma,92,133,141,174
TCGA-19-5951-58.jpg,240,240,glioma,92,133,140,174
TCGA-19-5954-79.jpg,240,240,glioma,101,64,199,124
TCGA-19-5960-75.jpg,240,240,glioma,80,116,172,177
TCGA-19-5960-80.jpg,240,240,glioma,91,128,169,176
TCGA-76-4932-86.jpg,240,240,glioma,133,131,176,173
TCGA-76-4932-82.jpg,240,240,glioma,123,132,183,173
TCGA-76-4932-78.jpg,240,240,glioma,122,131,182,177
TCGA-76-4934-77.jpg,240,240,glioma,136,65,204,139
TCGA-76-4934-78.jpg,240,240,glioma,137,65,204,138
TCGA-76-4934-72.jpg,240,240,glioma,134,63,205,138
TCGA-76-4934-67.jpg,240,240,glioma,137,64,206,144
TCGA-76-4935-80.jpg,240,240,glioma,137,114,200,162
TCGA-76-6191-69.jpg,240,240,glioma,95,149,159,180
